ablation,family,loss_config,mean_final_train_canonical_consistency,mean_final_train_core_field_loss,mean_final_train_core_warmup_loss,mean_final_train_helmholtz_residual_loss,mean_final_train_highfreq_core_loss,mean_final_train_packet_space_loss,mean_final_train_residual_energy,mean_final_train_route_l1,mean_final_train_symbol_identity_loss,mean_final_train_symbol_order_loss,mean_final_train_symbol_proxy,mean_final_train_symbol_seminorm_loss,mean_final_train_transport_proxy,mean_runtime_seconds,mean_test_amplitude_error_proxy,mean_test_boundary_trace_error_proxy,mean_test_branch_diversity,mean_test_branch_entropy,mean_test_branch_spread,mean_test_branch_usage_max,mean_test_canonical_flow_error,mean_test_complex_relative_l2_proxy,mean_test_core_relative_l2,mean_test_dissipative_multiplier_mean,mean_test_dissipative_symbol_norm,mean_test_edge_symbol_deviation_proxy,mean_test_egorov_intertwining_proxy,mean_test_egorov_jacobian_self_proxy,mean_test_egorov_jacobian_target_proxy,mean_test_egorov_targeted_probe_proxy,mean_test_field_correction_norm,mean_test_helmholtz_complex_latent_imag_energy_proxy,mean_test_helmholtz_outgoing_flux_proxy,mean_test_helmholtz_outgoing_gate_proxy,mean_test_helmholtz_resolvent_envelope_proxy,mean_test_helmholtz_resolvent_imag_proxy,mean_test_helmholtz_resolvent_real_proxy,mean_test_helmholtz_shell_center_proxy,mean_test_helmholtz_shell_distance_proxy,mean_test_high_frequency_relative_error_proxy,mean_test_local_tube_coordinate_norm,mean_test_metadata_shift_norm,mean_test_packet_consistency,mean_test_packet_wavefront_localization_error,mean_test_pdo_identity_norm,mean_test_pdo_identity_order_proxy,mean_test_phase_error,mean_test_raw_refine_correction_norm,mean_test_refine_correction_norm,mean_test_refine_high_frequency_fraction,mean_test_refine_lowpass_removed_norm,mean_test_refine_relative_energy,mean_test_refinement_energy,mean_test_relative_l2,mean_test_residual_energy,mean_test_route_mean,mean_test_sobolev_h1_error_proxy,mean_test_sobolev_h2_error_proxy,mean_test_symbol_budget,mean_test_symbol_error_proxy,mean_test_symbol_order_proxy,mean_test_symbol_order_scaling_error_proxy,mean_test_symbol_seminorm_proxy,mean_test_symplectic_defect_proxy,mean_test_tokenizer_active_fraction,mean_test_tokenizer_covering_radius,mean_test_tokenizer_phase_window_diameter,mean_test_tokenizer_reconstruction_error,mean_test_transport_budget,mean_test_transported_input_norm,mean_test_transported_input_shift_norm,mean_test_transported_landing_gate,mean_test_transported_landing_norm,mean_test_transported_synthesis_shift_norm,mean_test_wavefront_confidence_proxy,mean_test_wf_transport_error_proxy,model_variant,regime,runs,scenario,std_final_train_canonical_consistency,std_final_train_core_field_loss,std_final_train_core_warmup_loss,std_final_train_helmholtz_residual_loss,std_final_train_highfreq_core_loss,std_final_train_packet_space_loss,std_final_train_residual_energy,std_final_train_route_l1,std_final_train_symbol_identity_loss,std_final_train_symbol_order_loss,std_final_train_symbol_proxy,std_final_train_symbol_seminorm_loss,std_final_train_transport_proxy,std_runtime_seconds,std_test_amplitude_error_proxy,std_test_boundary_trace_error_proxy,std_test_branch_diversity,std_test_branch_entropy,std_test_branch_spread,std_test_branch_usage_max,std_test_canonical_flow_error,std_test_complex_relative_l2_proxy,std_test_core_relative_l2,std_test_dissipative_multiplier_mean,std_test_dissipative_symbol_norm,std_test_edge_symbol_deviation_proxy,std_test_egorov_intertwining_proxy,std_test_egorov_jacobian_self_proxy,std_test_egorov_jacobian_target_proxy,std_test_egorov_targeted_probe_proxy,std_test_field_correction_norm,std_test_helmholtz_complex_latent_imag_energy_proxy,std_test_helmholtz_outgoing_flux_proxy,std_test_helmholtz_outgoing_gate_proxy,std_test_helmholtz_resolvent_envelope_proxy,std_test_helmholtz_resolvent_imag_proxy,std_test_helmholtz_resolvent_real_proxy,std_test_helmholtz_shell_center_proxy,std_test_helmholtz_shell_distance_proxy,std_test_high_frequency_relative_error_proxy,std_test_local_tube_coordinate_norm,std_test_metadata_shift_norm,std_test_packet_consistency,std_test_packet_wavefront_localization_error,std_test_pdo_identity_norm,std_test_pdo_identity_order_proxy,std_test_phase_error,std_test_raw_refine_correction_norm,std_test_refine_correction_norm,std_test_refine_high_frequency_fraction,std_test_refine_lowpass_removed_norm,std_test_refine_relative_energy,std_test_refinement_energy,std_test_relative_l2,std_test_residual_energy,std_test_route_mean,std_test_sobolev_h1_error_proxy,std_test_sobolev_h2_error_proxy,std_test_symbol_budget,std_test_symbol_error_proxy,std_test_symbol_order_proxy,std_test_symbol_order_scaling_error_proxy,std_test_symbol_seminorm_proxy,std_test_symplectic_defect_proxy,std_test_tokenizer_active_fraction,std_test_tokenizer_covering_radius,std_test_tokenizer_phase_window_diameter,std_test_tokenizer_reconstruction_error,std_test_transport_budget,std_test_transported_input_norm,std_test_transported_input_shift_norm,std_test_transported_landing_gate,std_test_transported_landing_norm,std_test_transported_synthesis_shift_norm,std_test_wavefront_confidence_proxy,std_test_wf_transport_error_proxy
full,helmholtz_highk,field_only,0.0,0.0,0.0,0.9925222061574459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.7222536999998,0.16514943167567253,5.169400930404663,0.0,0.0,0.0,1.0,0.0037532004062086344,0.16536017693579197,0.7793380320072174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,144.12740325927734,0.020544863305985928,-0.007705221651121974,0.6219476759433746,3.0625407099723816,1.6504725813865662,2.476980596780777,0.1393665224313736,0.42589491605758667,14.724267721176147,0.005664728814736009,0.0037532004062086344,0.18278950825333595,0.03387909475713968,0.0,-5.474101071522783e-12,1.571517363190651,0.0,0.0,0.0,0.0,0.0,0.0,0.16536017693579197,0.0,0.0066940695978701115,0.16632996313273907,0.1664444748312235,1.6901946514844894,1.6901946514844894,17.36448574066162,1.2159973084926605,6.279335916042328,0.0,1.0,0.06916700303554535,1.3623838424682617,0.8443432599306107,0.11553259380161762,59.55540895462036,33.808927059173584,0.8173931539058685,0.07781548332422972,3.6336497962474823,1.2895729690790176,0.0018719031650107354,MiNO-Plus_wingaussian_modshell_balanced_K2_modes4_patch16_ref0_rlp0.12_hfc0.12_rb-5_pdo0_diss0_symord0_symparhelmholtz_resolvent_hrad0_href1_heta0.08_hcap8_hres0.015_hk12_cplx0.03_cphase0.01_symid0_wfconf2.5_trhamiltonian_verlet_framedirectional_gabor_sparse1_sklp0.12_tsyn1_tin1_tsmwarp_tdec1x4_tdgate1_tref0_br1_brroutemetadata_frequency_softmax_brprior1.5_brent0.03_brdiv0.05_edgesymnone_edgestr0.5_fcorrhybrid_fcscale1_fcw64,positive,1,helmholtz_highk_positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
