ablation,family,loss_config,mean_final_train_canonical_consistency,mean_final_train_core_field_loss,mean_final_train_core_warmup_loss,mean_final_train_highfreq_core_loss,mean_final_train_packet_space_loss,mean_final_train_residual_energy,mean_final_train_route_l1,mean_final_train_symbol_order_loss,mean_final_train_symbol_proxy,mean_final_train_transport_proxy,mean_runtime_seconds,mean_test_canonical_flow_error,mean_test_core_relative_l2,mean_test_dissipative_multiplier_mean,mean_test_dissipative_symbol_norm,mean_test_high_frequency_relative_error_proxy,mean_test_metadata_shift_norm,mean_test_packet_consistency,mean_test_packet_wavefront_localization_error,mean_test_pdo_identity_norm,mean_test_pdo_identity_order_proxy,mean_test_phase_error,mean_test_raw_refine_correction_norm,mean_test_refine_correction_norm,mean_test_refine_high_frequency_fraction,mean_test_refine_lowpass_removed_norm,mean_test_refine_relative_energy,mean_test_refinement_energy,mean_test_relative_l2,mean_test_residual_energy,mean_test_route_mean,mean_test_sobolev_h1_error_proxy,mean_test_sobolev_h2_error_proxy,mean_test_symbol_budget,mean_test_symbol_error_proxy,mean_test_symbol_order_proxy,mean_test_symbol_order_scaling_error_proxy,mean_test_symplectic_defect_proxy,mean_test_tokenizer_active_fraction,mean_test_tokenizer_covering_radius,mean_test_tokenizer_phase_window_diameter,mean_test_tokenizer_reconstruction_error,mean_test_transport_budget,mean_test_transported_input_norm,mean_test_transported_input_shift_norm,mean_test_transported_landing_gate,mean_test_transported_landing_norm,mean_test_transported_synthesis_shift_norm,mean_test_wavefront_confidence_proxy,mean_test_wf_transport_error_proxy,model_variant,regime,runs,scenario,std_final_train_canonical_consistency,std_final_train_core_field_loss,std_final_train_core_warmup_loss,std_final_train_highfreq_core_loss,std_final_train_packet_space_loss,std_final_train_residual_energy,std_final_train_route_l1,std_final_train_symbol_order_loss,std_final_train_symbol_proxy,std_final_train_transport_proxy,std_runtime_seconds,std_test_canonical_flow_error,std_test_core_relative_l2,std_test_dissipative_multiplier_mean,std_test_dissipative_symbol_norm,std_test_high_frequency_relative_error_proxy,std_test_metadata_shift_norm,std_test_packet_consistency,std_test_packet_wavefront_localization_error,std_test_pdo_identity_norm,std_test_pdo_identity_order_proxy,std_test_phase_error,std_test_raw_refine_correction_norm,std_test_refine_correction_norm,std_test_refine_high_frequency_fraction,std_test_refine_lowpass_removed_norm,std_test_refine_relative_energy,std_test_refinement_energy,std_test_relative_l2,std_test_residual_energy,std_test_route_mean,std_test_sobolev_h1_error_proxy,std_test_sobolev_h2_error_proxy,std_test_symbol_budget,std_test_symbol_error_proxy,std_test_symbol_order_proxy,std_test_symbol_order_scaling_error_proxy,std_test_symplectic_defect_proxy,std_test_tokenizer_active_fraction,std_test_tokenizer_covering_radius,std_test_tokenizer_phase_window_diameter,std_test_tokenizer_reconstruction_error,std_test_transport_budget,std_test_transported_input_norm,std_test_transported_input_shift_norm,std_test_transported_landing_gate,std_test_transported_landing_norm,std_test_transported_synthesis_shift_norm,std_test_wavefront_confidence_proxy,std_test_wf_transport_error_proxy
full,diffusion_neumann,proxy_0.10_0.05,0.0,4.754592949514821e-05,0.0,0.0,0.0,2.0549577313862719e-07,0.017969437409192324,0.0,0.4088376462459564,0.04296166201432546,8.350936299999981,0.013367263289789358,0.006652612627173464,0.5001249520315064,0.39816835439867443,35959.123697916664,0.013367263289789358,0.0034054875917111835,0.010768667329102755,0.07362569589167833,-0.8366088453266356,1.6001431345939636,0.07934046971301238,0.07928044907748699,2.3409692100055206e-05,0.0028448268809976676,2.487451669826631e-07,2.487451669826631e-07,0.006535092291111748,2.487451669826631e-07,0.017965031166871388,0.006406197091564536,0.006639957350368301,0.8944103519121805,0.8944103519121805,0.05173073580307472,1.9500298500061035,6.191090164975321e-06,1.0,0.0833333432674408,1.3031495809555054,16.387727737426758,0.16125322381655374,0.0,0.0,0.0028885369344304004,0.0,0.0,0.0,4.023523403399546e-05,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.15_rlp0.25_hfc0_rb-4_pdo0.1_diss0.1_symord0_symparmlp_wfconf0_trmlp_displacement_framelocal_fft_sparse0_sklp0_tsyn0_tin0_tsmwarp_tdec0x0_tdgate1_tref1,control,3,diffusion_neumann_control,0.0,3.3240817986291895e-06,0.0,0.0,0.0,2.846121494244339e-07,7.778076961864749e-09,0.0,3.43516005541926e-05,1.0525075243241063e-05,0.466578270230643,0.001569603794443091,0.0006058685921954686,0.0005795948994540829,0.0019198433298588796,4079.4211730927595,0.001569603794443091,0.0003074390641027626,1.0251934464522616e-05,0.0036245634395899173,0.06878855000179267,0.07520553958457238,0.06567570223032251,0.06567722908496364,2.5214578261184226e-05,0.0013841032501369674,3.424285668692709e-07,3.424285668692709e-07,0.0006739126532299667,3.424285668692709e-07,1.09141045754446e-08,0.0006232917616228003,0.0007150466262078695,0.034913351202403624,0.034913351202403624,0.053177459129482255,1.0201951417680626,5.367025261286034e-07,0.0,0.0,0.0,0.0,0.002648815718586472,0.0,0.0,0.0011195867844028934,0.0,0.0,0.0,1.9974047834188385e-06
no_symbol,diffusion_neumann,proxy_0.10_0.05,0.0,4.8191266311429594e-05,0.0,0.0,0.0,2.065172350906863e-07,0.017969439427057903,0.0,0.4089095965027809,0.04296670792003473,7.890468266665873,0.013848827841381231,0.0065058511681854725,0.5003642183211114,0.4002063183320893,33885.545247395836,0.013848827841381231,0.0035332504582280913,0.01076545442144076,0.07524481146699852,-0.8363606002595689,1.643400530020396,0.07411562589307626,0.07405642016480367,2.378442256182704e-05,0.0027458338105740645,2.0605558296675022e-07,2.0605558296675022e-07,0.006373735688005884,2.0605558296675022e-07,0.017967386171221733,0.006179323885589838,0.006361380529900392,0.0,0.0,0.0,1.9755445917447407,6.239513466097277e-06,1.0,0.0833333432674408,1.3031495809555054,16.387727737426758,0.16562187340524462,0.0,0.0,0.002353676982844869,0.0,0.0,0.0,3.916451805707766e-05,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.15_rlp0.25_hfc0_rb-4_pdo0.1_diss0.1_symord0_symparmlp_wfconf0_trmlp_displacement_framelocal_fft_sparse0_sklp0_tsyn0_tin0_tsmwarp_tdec0x0_tdgate1_tref1,control,3,diffusion_neumann_control,0.0,3.129621605567167e-06,0.0,0.0,0.0,2.8610616632671387e-07,7.067218694731724e-09,0.0,2.1949000728652418e-05,6.973734131292929e-06,0.041269884716980676,0.001434225581424555,0.00012802359475873193,0.0005299363199642281,0.0012693618078742552,576.5187595102084,0.001434225581424555,7.736995810415629e-05,8.199165193949527e-07,0.002715801747315648,0.07187173670250045,0.07936799461667751,0.05617109078705073,0.056172780318345744,2.5633700345484253e-05,0.0012789850099023485,2.684009256551312e-07,2.684009256551312e-07,0.00011670126852644719,2.684009256551312e-07,4.074716351139667e-06,0.00013195246196405643,0.00014687378495365977,0.0,0.0,0.0,0.15972347365810632,4.578415866282131e-07,0.0,0.0,0.0,0.0,0.004015061716279377,0.0,0.0,0.0004098812053302445,0.0,0.0,0.0,5.508995442578604e-07
