ablation,batch_size,best_val_loss,campaign,canonical_loss_weight,core_field_weight,core_warmup_epochs,dissipative_symbol_scale,dissipative_time_step,effective_metadata_flow_loss_weight,epochs,family,final_train_canonical_consistency,final_train_core_field_loss,final_train_core_warmup_loss,final_train_highfreq_core_loss,final_train_metadata_flow_loss,final_train_packet_space_loss,final_train_residual_energy,final_train_route_l1,final_train_symbol_order_loss,final_train_symbol_proxy,final_train_transport_proxy,frame_type,freeze_refinement_epochs,grad_clip_norm,height,highfreq_core_loss_weight,highfreq_cutoff,in_channels,learning_rate,local_refine_scale,loss_config,max_modes,max_test_samples,max_train_samples,max_val_samples,metadata_flow_loss_weight,mode_strategy,model,model_variant,oom_fallback,out_channels,packet_space_loss_weight,parameters,patch_size,pdo_symbol_order,pdo_symbol_scale,proxy_temperature,reference_source,refine_lowpass_cutoff,regime,requested_batch_size,residual_energy_weight,route_bias_init,route_l1_weight,row_type,run_id,runtime_seconds,scenario,seed,skip_lowpass_cutoff,source_kind,sparse_topk,stride,symbol_order,symbol_order_loss_weight,symbol_order_target,symbol_proxy_weight,test_canonical_flow_error,test_core_relative_l2,test_dissipative_multiplier_mean,test_dissipative_symbol_norm,test_high_frequency_relative_error_proxy,test_loss,test_metadata_shift_norm,test_packet_consistency,test_packet_wavefront_localization_error,test_pdo_identity_norm,test_pdo_identity_order_proxy,test_phase_error,test_raw_refine_correction_norm,test_refine_correction_norm,test_refine_high_frequency_fraction,test_refine_lowpass_removed_norm,test_refine_relative_energy,test_refinement_energy,test_relative_l2,test_residual_energy,test_route_mean,test_sobolev_h1_error_proxy,test_sobolev_h2_error_proxy,test_symbol_budget,test_symbol_error_proxy,test_symbol_order_proxy,test_symbol_order_scaling_error_proxy,test_symplectic_defect_proxy,test_tokenizer_active_fraction,test_tokenizer_covering_radius,test_tokenizer_phase_window_diameter,test_tokenizer_reconstruction_error,test_transport_budget,test_transported_input_norm,test_transported_input_shift_norm,test_transported_landing_gate,test_transported_landing_norm,test_transported_synthesis_shift_norm,test_wavefront_confidence_proxy,test_wf_transport_error_proxy,token_refine_scale,transport_highpass_cutoff,transport_parameterization,transport_proxy_weight,transport_stencil,transported_decoder_channels,transported_decoder_scale,transported_decoder_transport_gate,transported_input_scale,transported_synthesis_mode,transported_synthesis_scale,wavefront_confidence_scale,weight_decay,width,window_type
full,1,0.007659663737285882,branch_id_v3_controls,0.02,2.0,2,0.0,1.0,2.0,4,wave,6.459574592554418e-06,0.015045855776406825,0.0,0.0007560306985396892,0.012018988141790032,0.013947452651336789,5.717802675775374e-09,0.0066893864423036575,0.0004779504452017136,0.13065441697835922,0.06503753550350666,gabor_gaussian,2,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,2,4,2,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trmlp_displacement_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec0x0_tdgate1_tref0,False,1,0.05,757160,16,-2.0,0.0,0.05,,0.16,synthetic,1,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_bicharacteristic_control_proxy_0p20_0p05_full_7_mlp_displacement_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_0_0p0_True_0p0_2p0_0p01_0p05_1p0_2p0_2_2,2.2236941999999544,wave_bicharacteristic_control,7,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.0008384197717532516,0.32827018573880196,1.0,0.0,1.294874131679535,0.016043375188019127,0.01800042763352394,0.19264843687415123,0.015094509988557547,0.0,0.0,1.3909277319908142,0.001124161179177463,0.0011102542048320174,2.862355462887763e-15,0.0001751657691784203,3.305991591595614e-09,3.305991591595614e-09,0.32827023044228554,3.305991591595614e-09,0.0066903214901685715,0.32824553549289703,0.32805126160383224,0.5415924216310183,0.5415924216310183,0.022407870429257553,1.8623707294464111,6.765547539089312e-06,0.9866071343421936,0.25,1.0774961709976196,2.619401216506958,0.17108943065007529,14.137309551239014,6.542827248573303,0.6733585894107819,0.0,1.207845687866211,1.3335933486620586,0.002310774812940508,0.0,0.16,mlp_displacement,0.2,12,0,0.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
full,1,0.004730732296593487,branch_id_v3_controls,0.02,2.0,2,0.0,1.0,2.0,4,wave,7.632842653038097e-06,0.01585249206982553,0.0,0.0004948897258145735,0.013592265546321869,0.010291048500221223,3.7032126670721865e-10,0.006689219851978123,3.8514458310601185e-05,0.12601292319595814,0.07109882403165102,gabor_gaussian,2,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,2,4,2,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trmlp_displacement_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec0x0_tdgate1_tref0,False,1,0.05,757160,16,-2.0,0.0,0.05,,0.16,synthetic,1,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_bicharacteristic_control_proxy_0p20_0p05_full_11_mlp_displacement_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_0_0p0_True_0p0_2p0_0p01_0p05_1p0_2p0_2_2,1.5953628000006574,wave_bicharacteristic_control,11,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.000520274814334698,0.3872024118900299,1.0,0.0,0.6977742090821266,0.0032387052197009325,0.017904422245919704,404.8755121231079,0.0745518256444484,0.0,0.0,1.3761346340179443,0.00023553037317469716,0.00021422695135697722,5.580248397830121e-15,9.547969966661185e-05,5.329970492740088e-10,5.329970492740088e-10,0.38719791173934937,5.329970492740088e-10,0.006687549874186516,0.3852454274892807,0.3830661028623581,0.4778603712717692,0.4778603712717692,-0.010841335482837167,2.3934460878372192,7.052255720433702e-06,0.8443877398967743,0.25,1.0774961709976196,7.009585678577423,0.1722587322195371,8.759161710739136,9.168313980102539,0.6495122909545898,0.0,1.1259661316871643,1.3068438371022542,0.006320459768176079,0.0,0.16,mlp_displacement,0.2,12,0,0.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
full,1,0.004883535439148545,branch_id_v3_controls,0.02,2.0,2,0.0,1.0,2.0,4,wave,7.272846687556012e-06,0.007439625536790118,0.0,0.0001800870923034381,0.021314571145921946,0.005051627173088491,1.5771198569325406e-08,0.006689316243864596,0.00010099530163643067,0.09109380934387445,0.07438665628433228,gabor_gaussian,2,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,2,4,2,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trmlp_displacement_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec0x0_tdgate1_tref0,False,1,0.05,757160,16,-2.0,0.0,0.05,,0.16,synthetic,1,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_bicharacteristic_control_proxy_0p20_0p05_full_19_mlp_displacement_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_0_0p0_True_0p0_2p0_0p01_0p05_1p0_2p0_2_2,1.5646235000003799,wave_bicharacteristic_control,19,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.003925327444449067,0.3802129477262497,1.0,0.0,0.6363866180181503,0.006042044842615724,0.02202227432280779,8.433290541172028,0.12518596835434437,0.0,0.0,1.4203880429267883,0.0011139954440295696,0.0010811352985911071,3.8129660341520424e-15,0.0002535641979193315,7.512158228806243e-09,7.512158228806243e-09,0.3802148550748825,7.512158228806243e-09,0.006690272595733404,0.37906119227409363,0.3776352256536484,0.47972091535727185,0.47972091535727185,0.01430726982653141,1.872362732887268,7.80352600789532e-06,0.9024234712123871,0.25,1.0774961709976196,0.8258129060268402,0.16883877913157144,12.813036918640137,19.112948894500732,0.7133403122425079,0.0,1.7625181078910828,1.3299225568771362,0.0040028290823102,0.0,0.16,mlp_displacement,0.2,12,0,0.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
