track,scenario,model,loss_config,ablation,runs,mean_primary_error,std_primary_error,best_primary_error,best_seed,best_run_id,source_dirs
one_step_benchmark,helmholtz_variable_control,Conv-FNO,,,6,0.022167120059086297,0.0028463838257120635,0.018148804741191488,11,helmholtz_variable_control_Conv-FNO_11,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_variable_control,FNO,,,6,0.034333199416192034,0.0011895653900906079,0.033140461614481115,11,helmholtz_variable_control_FNO_11,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_variable_control,FNO+LearnedLocalTC,,,6,0.026919489450107238,0.004466859319608211,0.022812178594652687,11,helmholtz_variable_control_FNO+LearnedLocalTC_11,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_variable_control,MiNO-Core,,,4,0.10288483618448178,0.003095208080644138,0.10037034563720226,7,helmholtz_variable_control_MiNO-Core_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_variable_control,MiNO-Plus,,,4,0.03906350373290479,0.015736772244430253,0.028556195242951315,7,helmholtz_variable_control_MiNO-Plus_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_variable_control,UNO,,,6,0.02445754917371696,0.0024986070232431005,0.021339720568639142,19,helmholtz_variable_control_UNO_19,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_variable_control,WNO-style,,,6,0.02706661427429588,0.00138837889313499,0.025408455647681776,7,helmholtz_variable_control_WNO-style_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_variable_positive,Conv-FNO,,,6,0.116971399739185,0.003876518192585286,0.11185771384625465,11,helmholtz_variable_positive_Conv-FNO_11,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_variable_positive,FNO,,,6,0.12258302908771422,0.002487477139322249,0.11906691713906307,19,helmholtz_variable_positive_FNO_19,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_variable_positive,FNO+LearnedLocalTC,,,6,0.2051433539589874,0.003076736494298884,0.2015027335358143,19,helmholtz_variable_positive_FNO+LearnedLocalTC_19,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_variable_positive,MiNO-Core,,,4,0.3175868348528942,0.03872621958622416,0.2791438450415929,7,helmholtz_variable_positive_MiNO-Core_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_variable_positive,MiNO-Plus,,,4,0.2757535530254245,0.021586385432913975,0.25494765117764473,7,helmholtz_variable_positive_MiNO-Plus_7,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_variable_positive,UNO,,,6,0.042329328176269186,0.002739741261305068,0.038890164505781505,19,helmholtz_variable_positive_UNO_19,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,helmholtz_variable_positive,WNO-style,,,6,0.09171190271747715,0.0012721247074171103,0.09042744394539644,19,helmholtz_variable_positive_WNO-style_19,generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1
one_step_benchmark,navier_stokes_synth,Conv-FNO,,,1,0.8646508306264877,0.0,0.8646508306264877,7,navier_stokes_synth_Conv-FNO_7,generated/benchmark_synth_official_e16
one_step_benchmark,navier_stokes_synth,FNO,,,1,0.9076429158449173,0.0,0.9076429158449173,7,navier_stokes_synth_FNO_7,generated/benchmark_synth_official_e16
one_step_benchmark,navier_stokes_synth,FNO+LearnedLocalTC,,,1,0.9078350067138672,0.0,0.9078350067138672,7,navier_stokes_synth_FNO+LearnedLocalTC_7,generated/benchmark_synth_official_e16
one_step_benchmark,navier_stokes_synth,FNOStyle,,,1,0.8628102168440819,0.0,0.8628102168440819,7,navier_stokes_synth_FNOStyle_7,generated/benchmark_smoke
one_step_benchmark,navier_stokes_synth,LocalKernel,,,1,0.8766645416617393,0.0,0.8766645416617393,7,navier_stokes_synth_LocalKernel_7,generated/benchmark_smoke
one_step_benchmark,navier_stokes_synth,MiNO,,,1,1.2791306972503662,0.0,1.2791306972503662,7,navier_stokes_synth_MiNO_7,generated/benchmark_smoke
one_step_benchmark,navier_stokes_synth,MiNO-Core,,,2,1.255815550684929,0.00017441809177398682,1.255641132593155,7,navier_stokes_synth_MiNO-Core_7,generated/benchmark_stage1_breadth;generated/benchmark_synth_official_e16
one_step_benchmark,navier_stokes_synth,MiNO-Plus,,,2,0.9501663036644459,0.006939921528100967,0.9432263821363449,7,navier_stokes_synth_MiNO-Plus_7,generated/benchmark_stage1_breadth;generated/benchmark_synth_official_e16
one_step_benchmark,navier_stokes_synth,UNO,,,1,0.8750530779361725,0.0,0.8750530779361725,7,navier_stokes_synth_UNO_7,generated/benchmark_synth_official_e16
one_step_benchmark,navier_stokes_synth,WNO-Official,,,1,0.8910920768976212,0.0,0.8910920768976212,7,navier_stokes_synth_WNO-Official_7,generated/benchmark_synth_official_e16
one_step_benchmark,poisson_robin_control,Conv-FNO,,,3,0.032499889054453834,0.0027687491315155862,0.028853665462443945,7,poisson_robin_control_Conv-FNO_7,generated/benchmark_stage1_breadth
one_step_benchmark,poisson_robin_control,FNO,,,3,0.028674649160730484,0.0010547001536150926,0.02791198803709578,19,poisson_robin_control_FNO_19,generated/benchmark_stage1_breadth
one_step_benchmark,poisson_robin_control,FNO+LearnedLocalTC,,,3,0.026323892260155937,0.000754416343357802,0.025273446111518872,7,poisson_robin_control_FNO+LearnedLocalTC_7,generated/benchmark_stage1_breadth
one_step_benchmark,poisson_robin_control,MiNO-Core,,,1,0.03438213700428605,0.0,0.03438213700428605,7,poisson_robin_control_MiNO-Core_7,generated/benchmark_stage1_breadth
one_step_benchmark,poisson_robin_control,MiNO-Plus,,,1,0.03075627206514279,0.0,0.03075627206514279,7,poisson_robin_control_MiNO-Plus_7,generated/benchmark_stage1_breadth
one_step_benchmark,poisson_robin_control,UNO,,,3,0.02901654770816753,0.001881840444986379,0.026361917428391734,11,poisson_robin_control_UNO_11,generated/benchmark_stage1_breadth
one_step_benchmark,poisson_robin_control,WNO-style,,,3,0.013727905675745082,0.0018680882150283584,0.011142017114977846,11,poisson_robin_control_WNO-style_11,generated/benchmark_stage1_breadth
one_step_benchmark,poisson_robin_positive,Conv-FNO,,,3,0.03255261805640337,0.002767439718339141,0.028908548612992496,7,poisson_robin_positive_Conv-FNO_7,generated/benchmark_stage1_breadth
one_step_benchmark,poisson_robin_positive,FNO,,,3,0.028788272905616006,0.0010522627998207066,0.028028331907830065,19,poisson_robin_positive_FNO_19,generated/benchmark_stage1_breadth
one_step_benchmark,poisson_robin_positive,FNO+LearnedLocalTC,,,3,0.026381950231156484,0.0007253852212681959,0.025374818817004208,7,poisson_robin_positive_FNO+LearnedLocalTC_7,generated/benchmark_stage1_breadth
one_step_benchmark,poisson_robin_positive,MiNO-Core,,,1,0.03476116123298804,0.0,0.03476116123298804,7,poisson_robin_positive_MiNO-Core_7,generated/benchmark_stage1_breadth
one_step_benchmark,poisson_robin_positive,MiNO-Plus,,,1,0.0316185614404579,0.0,0.0316185614404579,7,poisson_robin_positive_MiNO-Plus_7,generated/benchmark_stage1_breadth
one_step_benchmark,poisson_robin_positive,UNO,,,3,0.02910195847415109,0.0018863547750153184,0.026441263939707388,11,poisson_robin_positive_UNO_11,generated/benchmark_stage1_breadth
one_step_benchmark,poisson_robin_positive,WNO-style,,,3,0.013962035443833964,0.0018279474739274057,0.011434644600156673,11,poisson_robin_positive_WNO-style_11,generated/benchmark_stage1_breadth
one_step_benchmark,wave_synth,Conv-FNO,,,1,0.2203710936009884,0.0,0.2203710936009884,7,wave_synth_Conv-FNO_7,generated/benchmark_synth_official_e16
one_step_benchmark,wave_synth,FNO,,,3,0.8208170533180237,0.22326530140688067,0.5050722360610962,7,wave_synth_FNO_7,generated/benchmark_stage0_smoke;generated/benchmark_stage0_smoke_v2;generated/benchmark_synth_official_e16
one_step_benchmark,wave_synth,FNO+LearnedLocalTC,,,1,0.5127318650484085,0.0,0.5127318650484085,7,wave_synth_FNO+LearnedLocalTC_7,generated/benchmark_synth_official_e16
one_step_benchmark,wave_synth,FNOStyle,,,2,0.19604874774813652,0.04329168237745762,0.1527570653706789,7,wave_synth_FNOStyle_7,generated/benchmark_focus_e8;generated/benchmark_smoke
one_step_benchmark,wave_synth,LocalKernel,,,1,0.48941774293780327,0.0,0.48941774293780327,7,wave_synth_LocalKernel_7,generated/benchmark_smoke
one_step_benchmark,wave_synth,MiNO,,,4,0.6067666886374354,0.006103414753126221,0.6029719859361649,7,wave_synth_MiNO_7,generated/benchmark_focus_e8;generated/benchmark_mino_tune_lf0;generated/benchmark_mino_tune_patch24;generated/benchmark_smoke
one_step_benchmark,wave_synth,MiNO-Core,,,7,0.5891407073608467,0.027508757762340467,0.5419639386236668,11,wave_synth_MiNO-Core_11,generated/benchmark_stage0_smoke;generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1;generated/benchmark_synth_official_e16
one_step_benchmark,wave_synth,MiNO-Plus,,,7,0.26108818368187975,0.14642134626126663,0.15445037372410297,7,wave_synth_MiNO-Plus_7,generated/benchmark_stage0_smoke;generated/benchmark_stage0_smoke_v2;generated/benchmark_stage1_breadth;generated/benchmark_stage2_shortlist_v1;generated/benchmark_synth_official_e16
one_step_benchmark,wave_synth,UNO,,,3,0.7014671588937441,0.3639422269907596,0.18677512556314468,7,wave_synth_UNO_7,generated/benchmark_stage0_smoke;generated/benchmark_stage0_smoke_v2;generated/benchmark_synth_official_e16
one_step_benchmark,wave_synth,WNO-Official,,,1,0.4322379231452942,0.0,0.4322379231452942,7,wave_synth_WNO-Official_7,generated/benchmark_synth_official_e16
