ablation,batch_size,best_val_loss,campaign,canonical_loss_weight,core_field_weight,core_warmup_epochs,dissipative_symbol_scale,dissipative_time_step,effective_metadata_flow_loss_weight,epochs,family,final_train_canonical_consistency,final_train_core_field_loss,final_train_core_warmup_loss,final_train_highfreq_core_loss,final_train_metadata_flow_loss,final_train_packet_space_loss,final_train_residual_energy,final_train_route_l1,final_train_symbol_order_loss,final_train_symbol_proxy,final_train_transport_proxy,frame_type,freeze_refinement_epochs,grad_clip_norm,height,highfreq_core_loss_weight,highfreq_cutoff,in_channels,learning_rate,local_refine_scale,loss_config,max_modes,max_test_samples,max_train_samples,max_val_samples,metadata_flow_loss_weight,mode_strategy,model,model_variant,oom_fallback,out_channels,packet_space_loss_weight,parameters,patch_size,pdo_symbol_order,pdo_symbol_scale,proxy_temperature,reference_source,refine_lowpass_cutoff,regime,requested_batch_size,residual_energy_weight,route_bias_init,route_l1_weight,row_type,run_id,runtime_seconds,scenario,seed,skip_lowpass_cutoff,source_kind,sparse_topk,stride,symbol_order,symbol_order_loss_weight,symbol_order_target,symbol_proxy_weight,test_canonical_flow_error,test_core_relative_l2,test_dissipative_multiplier_mean,test_dissipative_symbol_norm,test_high_frequency_relative_error_proxy,test_loss,test_metadata_shift_norm,test_packet_consistency,test_packet_wavefront_localization_error,test_pdo_identity_norm,test_pdo_identity_order_proxy,test_phase_error,test_raw_refine_correction_norm,test_refine_correction_norm,test_refine_high_frequency_fraction,test_refine_lowpass_removed_norm,test_refine_relative_energy,test_refinement_energy,test_relative_l2,test_residual_energy,test_route_mean,test_sobolev_h1_error_proxy,test_sobolev_h2_error_proxy,test_symbol_budget,test_symbol_error_proxy,test_symbol_order_proxy,test_symbol_order_scaling_error_proxy,test_symplectic_defect_proxy,test_tokenizer_active_fraction,test_tokenizer_covering_radius,test_tokenizer_phase_window_diameter,test_tokenizer_reconstruction_error,test_transport_budget,test_transported_input_norm,test_transported_input_shift_norm,test_transported_landing_gate,test_transported_landing_norm,test_transported_synthesis_shift_norm,test_wavefront_confidence_proxy,test_wf_transport_error_proxy,token_refine_scale,transport_highpass_cutoff,transport_parameterization,transport_proxy_weight,transport_stencil,transported_decoder_channels,transported_decoder_scale,transported_decoder_transport_gate,transported_input_scale,transported_synthesis_mode,transported_synthesis_scale,wavefront_confidence_scale,weight_decay,width,window_type
full_no_flow_supervision,2,4.7581784428984975e-05,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,0.0,24,wave,0.0,8.437013275397476e-05,0.0,6.469768565390648e-05,0.0,0.0012245369637563879,1.353461669273646e-10,0.006395558370665337,0.013648193368377784,0.06322107106097974,0.094371665113916,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,1062677,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_chirp_propagation_proxy_0p20_0p05_full_no_flow_supervision_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,297.0644824000001,wave_chirp_propagation,19,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.005641255062073469,0.07896043825894594,1.0,0.0,3.758411175571382,5.602471355814487e-05,0.014000564231537282,412610.587890625,0.016138457853230648,0.0,0.0,1.4562671482563019,0.00012035167037538486,7.026702405710239e-05,3.772573812224343e-15,9.72728303167969e-05,1.6121696425758225e-10,1.6121696425758225e-10,0.07895978633314371,1.6121696425758225e-10,0.006660941115114838,0.07971616741269827,0.08033538050949574,0.8783144317567348,0.8783144317567348,0.23241232987493277,1.3815895766019821,0.0,0.5098054744303226,0.25,1.0774961709976196,0.7291370816528797,0.23137119133025408,4.314260423183441,4.882451295852661,,2.4164173305034637,0.37603386864066124,1.4360693246126175,0.0017238221771549433,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
no_transport,2,7.627135755683412e-05,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,8.044740146336456e-05,0.0,6.422134240816983e-05,1.0,0.001334903214683436,5.947661720767661e-10,0.006343254150124267,0.04346171425034603,0.0650145797796237,0.10872964685161908,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,349913,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_chirp_propagation_proxy_0p20_0p05_no_transport_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,122.05465019999974,wave_chirp_propagation,7,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.017541948705911636,0.09156219754368067,1.0,0.0,2.742292035371065,6.437404908865574e-05,0.0,559188.537109375,0.015296696743462235,0.0,0.0,1.4070914387702942,0.00017139730516646523,0.00013833634693583008,1.4133963711228219e-14,9.839843824011041e-05,6.642915939547578e-10,6.642915939547578e-10,0.09155923500657082,6.642915939547578e-10,0.006328125076834112,0.09255881793797016,0.09333017561584711,0.9373366634051005,0.9373366634051005,0.2100296300292636,0.9263102114200592,0.0,0.49816644191741943,0.25,1.0774961709976196,0.454564830288291,0.0,4.414681136608124,1.494770140197943e-05,,4.570755958557129,3.927232796741009e-07,0.0,0.002763213007710874,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
no_transport,2,8.766145606386999e-05,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,8.361910503632923e-05,0.0,7.436614312913055e-05,1.0,0.001441424559288862,5.480622738048465e-10,0.0063391342797937495,0.10756404806549351,0.07072746709066753,0.10865428873027365,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,349913,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_chirp_propagation_proxy_0p20_0p05_no_transport_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,117.45311870000023,wave_chirp_propagation,11,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.017541948705911636,0.10545622883364558,1.0,0.0,2.1168615594506264,8.595250346843386e-05,0.0,625161.67578125,0.01212083493010141,0.0,0.0,1.3745901584625244,0.00014043132523511304,0.00010583433868305292,1.055165755998685e-14,8.603339119872544e-05,4.144860617921742e-10,4.144860617921742e-10,0.1054553366266191,4.144860617921742e-10,0.006324160262010992,0.10724581591784954,0.10850790608674288,0.8912284299731255,0.8912284299731255,0.3280072808265686,0.8800291940569878,0.0,0.4822225645184517,0.25,1.0774961709976196,0.596028883010149,0.0,4.717346251010895,1.3614005979434296e-05,,5.192838937044144,3.8085473619275945e-07,0.0,0.007045585021842271,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
no_transport,2,0.00012450833219190827,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.00012928656838084862,0.0,0.00010789520698987569,1.0,0.0011460338802180559,4.820968157378628e-10,0.006340309909622495,0.045287536922842264,0.06025519440299831,0.1092707677744329,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,349913,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_chirp_propagation_proxy_0p20_0p05_no_transport_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,122.00417780000043,wave_chirp_propagation,19,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.017541948705911636,0.11411670129746199,1.0,0.0,4.086462460458279,0.00010060287695523584,0.0,417715.30908203125,0.016252173139946535,0.0,0.0,1.4954139739274979,0.00021781298528367188,0.00012900494130008155,1.4446640417992986e-14,0.0001659144963923609,5.937445032161426e-10,5.937445032161426e-10,0.11411270685493946,5.937445032161426e-10,0.006327425595372915,0.11521531455218792,0.11607891321182251,0.9418850069244703,0.9418850069244703,0.2126382648323973,0.6422362178564072,0.0,0.5098054744303226,0.25,1.0774961709976196,0.7291370816528797,0.0,4.627333045005798,1.607710760254122e-05,,6.0420398116111755,4.19699677678409e-07,0.0,0.00688327904936159,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
identity_transport,2,8.381452153116697e-05,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,9.14510830322494e-05,0.0,7.381110109842363e-05,0.9999998807907104,0.0013338668204596615,6.50082744579894e-10,0.006339249560066189,0.02485002561782797,0.06516426297215124,0.10872964980080724,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,1062677,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_chirp_propagation_proxy_0p20_0p05_identity_transport_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,247.0429695999992,wave_chirp_propagation,7,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.017541948705911636,0.09677857905626297,1.0,0.0,2.7326050624251366,7.274294875969645e-05,0.0,562653.78515625,0.014426784066017717,0.0,0.0,1.427865132689476,0.00018159118371841032,0.00014570319217455108,1.4340958128867317e-14,0.00010434752311994089,7.410759089720997e-10,7.410759089720997e-10,0.09677539020776749,7.410759089720997e-10,0.006324243848212063,0.09771998226642609,0.0984574593603611,0.872670155018568,0.872670155018568,0.15899848313226053,0.8313086479902267,0.0,0.49816644191741943,0.25,1.0774961709976196,0.454564830288291,0.21454244013875723,4.420212507247925,1.4973109387028671e-05,,4.563155233860016,3.861688071538083e-07,1.3321843147277832,0.002728457904595416,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
identity_transport,2,9.074097715711105e-05,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,8.775429781356554e-05,0.0,7.787566570035172e-05,0.9999998807907104,0.0014515668970792224,5.665777152996654e-10,0.006337290930484111,0.09344268109028538,0.07085398281924427,0.10865429028247793,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,1062677,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_chirp_propagation_proxy_0p20_0p05_identity_transport_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,191.06225200000154,wave_chirp_propagation,11,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.017541948705911636,0.10751053970307112,1.0,0.0,1.9645488671958447,9.071086196854594e-05,0.0,606331.96484375,0.012117200254579075,0.0,0.0,1.3156959861516953,0.0001422998693669797,0.00010761423072835896,1.0762584486902253e-14,8.661282345201471e-05,4.2967288581274854e-10,4.2967288581274854e-10,0.10750934947282076,4.2967288581274854e-10,0.006322180794086307,0.10925116995349526,0.11035161511972547,0.829735370973746,0.829735370973746,0.30538067749391,0.8070298433303833,0.0,0.4822225645184517,0.25,1.0774961709976196,0.596028883010149,0.18935040136178335,4.717499792575836,1.3606887023343006e-05,,5.238797038793564,3.377735264820103e-07,1.3321843147277832,0.007146538817323744,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
identity_transport,2,0.00012541417981992709,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.00011579983447518316,0.0,9.948771582912741e-05,0.9999998807907104,0.0011641198324241486,5.023873367373625e-10,0.006341595648943136,0.02794472686946392,0.0605855937077043,0.10927076730877161,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,1062677,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_chirp_propagation_proxy_0p20_0p05_identity_transport_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,191.2510409000006,wave_chirp_propagation,19,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.017541948705911636,0.11591794434934855,1.0,0.0,4.779948115348816,0.00010280196147505194,0.0,463310.06591796875,0.016261687531368807,0.0,0.0,1.429276704788208,0.00021960146477795206,0.00013166770077077672,1.4920465566489358e-14,0.0001655454616411589,6.204816035970673e-10,6.204816035970673e-10,0.11591372825205326,6.204816035970673e-10,0.006326399103272706,0.11734124645590782,0.11871287506073713,0.8906811115642389,0.8906811115642389,0.16783912833003947,1.2646576017141342,0.0,0.5098054744303226,0.25,1.0774961709976196,0.7291370816528797,0.22785988605270782,4.631169766187668,1.6100249467854155e-05,,6.045856595039368,3.3883375039067687e-07,1.3321843147277832,0.006773456196242478,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
no_transport_no_carrier,2,0.006092933297622949,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.006199137395014986,0.0,0.0051964333494349075,1.0,0.0008696429498134725,2.8389662530085385e-07,0.006401341651023055,0.033203596947714686,0.06311055123417948,0.1087296490247051,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,349913,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_chirp_propagation_proxy_0p20_0p05_no_transport_no_carrier_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,69.27979580000101,wave_chirp_propagation,7,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.017541948705911636,0.8237068429589272,1.0,0.0,9.219497427344322,0.005250208923825994,0.0,2479060.8203125,0.4362653214484453,0.0,0.0,1.5588439404964447,0.0019026616791961715,0.0018846338862203993,2.0630241501459778e-14,0.00021966255917504895,1.5255268726033222e-07,1.5255268726033222e-07,0.8235202953219414,1.5255268726033222e-07,0.006440257129725069,0.8253626450896263,0.8271676376461983,1.0158771028121312,1.0158771028121312,0.1831006827803018,1.9575918540358543,0.0,0.49816644191741943,0.25,1.0774961709976196,0.454564830288291,0.0,0.0,0.0,,0.0,0.0,0.0,0.05058191227726638,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
no_transport_no_carrier,2,0.005953581887297332,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.0062712873332202435,0.0,0.004798114377384384,1.0,0.0009810776845521711,1.6460941953585124e-06,0.006413751679550235,0.09636758733540773,0.06854119652416557,0.10865429261078437,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,349913,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_chirp_propagation_proxy_0p20_0p05_no_transport_no_carrier_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,65.92372930000056,wave_chirp_propagation,11,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.017541948705911636,0.8537785187363625,1.0,0.0,4.251039996743202,0.005445992137538269,0.0,2501540.58984375,0.5199526958167553,0.0,0.0,1.4427213221788406,0.001211102913657669,0.001197680951008806,1.712172372544596e-14,0.00015001333485997748,7.062684467817881e-08,7.062684467817881e-08,0.8536689355969429,7.062684467817881e-08,0.006509848986752331,0.8547767177224159,0.8557996973395348,0.9431944315632185,0.9431944315632185,0.30987781441460055,1.1820885241031647,0.0,0.4822225645184517,0.25,1.0774961709976196,0.596028883010149,0.0,0.0,0.0,,0.0,0.0,0.0,0.1069443910382688,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
no_transport_no_carrier,2,0.006483621895313263,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.006561872010934167,0.0,0.005308794153582615,1.0,0.0008167315172234643,8.312251301341907e-07,0.006385969347320497,0.05793906911276281,0.05839804041897878,0.10927076730877161,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,349913,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_chirp_propagation_proxy_0p20_0p05_no_transport_no_carrier_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,59.89448570000059,wave_chirp_propagation,19,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.017541948705911636,0.9095212072134018,1.0,0.0,21.017815083265305,0.006689462810754776,0.0,1880446.5576171875,0.5245935395359993,0.0,0.0,1.4462516903877258,0.0035304518532939255,0.0035002960066776723,2.4042830519796e-14,0.0003865891012537759,5.018907991427568e-07,5.018907991427568e-07,0.909190759062767,5.018907991427568e-07,0.00641941063804552,0.912021815776825,0.914617545902729,1.0072574404378731,1.0072574404378731,0.23837004213904342,1.9680074900388718,0.0,0.5098054744303226,0.25,1.0774961709976196,0.7291370816528797,0.0,0.0,0.0,,0.0,0.0,0.0,0.09544858010485768,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
randomized_metadata,2,0.004581083238008432,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.0061801208794349805,0.0,0.00611116859363392,834.6296691894531,0.0013876608230323957,2.803371623380513e-10,0.006402585888281465,0.0005009619611276624,0.08193709976815929,0.036972732904056706,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,1062677,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_chirp_propagation_proxy_0p20_0p05_randomized_metadata_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,190.34829010000067,wave_chirp_propagation,7,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.4615747407078743,0.8116501495242119,1.0,0.0,20.83595836162567,0.0053184958233032376,0.4623298682272434,3004504.3828125,0.5208570472896099,0.0,0.0,1.53781196475029,0.00011699367769324454,9.754611892276444e-05,7.483197805208434e-15,6.453737387346337e-05,3.315272431581029e-10,3.315272431581029e-10,0.8035015910863876,3.315272431581029e-10,0.006391960778273642,0.8168894946575165,0.8217355236411095,0.9140903862814108,0.9140903862814108,0.024691321210411843,2.3090485632419586,0.0,0.49816644191741943,0.25,1.0774961709976196,0.454564830288291,0.1566925598308444,2.4203631579875946,5.03544282913208,,3.9605422616004944,2.4804324209690094,0.0,0.21720318449661136,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
randomized_metadata,2,0.006185180915053934,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.0055181265124701895,0.0,0.005479768534617809,840.2145207722982,0.0015285429837301006,2.1766062014103951e-10,0.006393001152900979,0.023250954730125766,0.08866562581776331,0.03720971953589469,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec1x16_tdgate1_tref0,False,1,0.05,1062677,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_chirp_propagation_proxy_0p20_0p05_randomized_metadata_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_warp_16_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,188.30518969999866,wave_chirp_propagation,11,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.457119207829237,0.8692731931805611,1.0,0.0,13.011357575654984,0.006085657398216426,0.4575578570365906,3429822.15234375,0.6045010723173618,0.0,0.0,1.5228968560695648,0.0008915931466617621,0.0008912552730180323,1.4314808898296597e-15,2.4443778329441557e-05,2.925700903766426e-08,2.925700903766426e-08,0.8874358534812927,2.925700903766426e-08,0.006665951339527965,0.8742258623242378,0.8779837861657143,0.8652614367504915,0.8652614367504915,0.1597816919287046,1.703052006661892,0.0,0.4822225645184517,0.25,1.0774961709976196,0.596028883010149,0.172331386556228,2.121670141816139,5.279509246349335,,3.5053718090057373,2.5278317630290985,0.0,0.25777762569487095,0.0,0.16,hamiltonian_verlet,0.2,12,16,1.0,True,1.0,warp,1.0,2.0,0.0001,64,gaussian
