ablation,family,loss_config,mean_final_train_canonical_consistency,mean_final_train_core_field_loss,mean_final_train_core_warmup_loss,mean_final_train_highfreq_core_loss,mean_final_train_packet_space_loss,mean_final_train_residual_energy,mean_final_train_route_l1,mean_final_train_symbol_order_loss,mean_final_train_symbol_proxy,mean_final_train_transport_proxy,mean_runtime_seconds,mean_test_canonical_flow_error,mean_test_core_relative_l2,mean_test_dissipative_multiplier_mean,mean_test_dissipative_symbol_norm,mean_test_high_frequency_relative_error_proxy,mean_test_metadata_shift_norm,mean_test_packet_consistency,mean_test_packet_wavefront_localization_error,mean_test_pdo_identity_norm,mean_test_pdo_identity_order_proxy,mean_test_phase_error,mean_test_raw_refine_correction_norm,mean_test_refine_correction_norm,mean_test_refine_high_frequency_fraction,mean_test_refine_lowpass_removed_norm,mean_test_refine_relative_energy,mean_test_refinement_energy,mean_test_relative_l2,mean_test_residual_energy,mean_test_route_mean,mean_test_sobolev_h1_error_proxy,mean_test_sobolev_h2_error_proxy,mean_test_symbol_budget,mean_test_symbol_error_proxy,mean_test_symbol_order_proxy,mean_test_symbol_order_scaling_error_proxy,mean_test_symplectic_defect_proxy,mean_test_tokenizer_active_fraction,mean_test_tokenizer_covering_radius,mean_test_tokenizer_phase_window_diameter,mean_test_tokenizer_reconstruction_error,mean_test_transport_budget,mean_test_transported_input_norm,mean_test_transported_input_shift_norm,mean_test_transported_landing_gate,mean_test_transported_landing_norm,mean_test_transported_synthesis_shift_norm,mean_test_wavefront_confidence_proxy,mean_test_wf_transport_error_proxy,model_variant,regime,runs,scenario,std_final_train_canonical_consistency,std_final_train_core_field_loss,std_final_train_core_warmup_loss,std_final_train_highfreq_core_loss,std_final_train_packet_space_loss,std_final_train_residual_energy,std_final_train_route_l1,std_final_train_symbol_order_loss,std_final_train_symbol_proxy,std_final_train_transport_proxy,std_runtime_seconds,std_test_canonical_flow_error,std_test_core_relative_l2,std_test_dissipative_multiplier_mean,std_test_dissipative_symbol_norm,std_test_high_frequency_relative_error_proxy,std_test_metadata_shift_norm,std_test_packet_consistency,std_test_packet_wavefront_localization_error,std_test_pdo_identity_norm,std_test_pdo_identity_order_proxy,std_test_phase_error,std_test_raw_refine_correction_norm,std_test_refine_correction_norm,std_test_refine_high_frequency_fraction,std_test_refine_lowpass_removed_norm,std_test_refine_relative_energy,std_test_refinement_energy,std_test_relative_l2,std_test_residual_energy,std_test_route_mean,std_test_sobolev_h1_error_proxy,std_test_sobolev_h2_error_proxy,std_test_symbol_budget,std_test_symbol_error_proxy,std_test_symbol_order_proxy,std_test_symbol_order_scaling_error_proxy,std_test_symplectic_defect_proxy,std_test_tokenizer_active_fraction,std_test_tokenizer_covering_radius,std_test_tokenizer_phase_window_diameter,std_test_tokenizer_reconstruction_error,std_test_transport_budget,std_test_transported_input_norm,std_test_transported_input_shift_norm,std_test_transported_landing_gate,std_test_transported_landing_norm,std_test_transported_synthesis_shift_norm,std_test_wavefront_confidence_proxy,std_test_wf_transport_error_proxy
full,wave,proxy_0.20_0.05,7.635400489647282e-08,0.024222766049206257,0.0,0.011895710036090653,0.00977955010603182,1.0438160400842259e-08,0.006689310112657647,0.0007265616633371034,0.11559865530580282,0.07072879156718652,2.035833066667692,0.015849232052763302,0.8828341563542684,1.0,0.0,1.7778178056081135,0.002491135111389061,78.22919075687726,0.03944234813873967,0.0,0.0,1.4514889319737752,0.0011024641086502622,0.0010896129339622955,3.221410646939532e-15,0.00014053399960782068,1.4270607214446803e-08,1.4270607214446803e-08,0.882832537094752,1.4270607214446803e-08,0.006687764699260394,0.8850940813620886,0.8872413337230682,0.5178859333197275,0.5178859333197275,-0.007968866355238587,2.301012337207794,9.517911851257092e-08,0.911139448483785,0.25,1.0774961709976196,3.4849332670370736,0.17026660922500822,12.51105268796285,1.6996896068255107,0.6872365822394689,0.0,0.3161114702622096,1.3310539291964638,0.0076705881316835684,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_euler_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tsmwarp_tdec0x0_tdgate1_tref0,synthetic,3,wave_bicharacteristic_control,2.6630663566083782e-08,0.011410450065503322,0.0,0.00756382281296758,0.004480541315737179,7.597816785579951e-09,2.9718835100705074e-08,0.00064247149716746,0.021857555182164652,0.005434215146512159,0.38727381006480366,0.000700672754400213,0.33425870100911065,0.0,0.0,0.23028446430718086,0.000716363857041438,121.56657956994638,0.03316733284653518,0.0,0.0,0.04375520110509174,0.000547035844913704,0.0005551974653911212,1.4426229469175485e-15,1.7549361531993407e-05,1.854211085612032e-08,1.854211085612032e-08,0.33425736958412877,1.854211085612032e-08,8.361646141606018e-08,0.3359269448015023,0.3375262005982689,0.01828511109087007,0.01828511109087007,0.018908503521015172,0.40920245210632883,3.5393787577202066e-08,0.07150919684874167,0.0,0.0,3.1814494689536765,0.013336366825670447,3.203166315837437,0.34155116028554505,0.03287638600353856,0.0,0.051046752473060314,0.001231385809803618,0.004156102877028286
