ablation,batch_size,best_val_loss,campaign,canonical_loss_weight,core_field_weight,core_warmup_epochs,dissipative_symbol_scale,dissipative_time_step,epochs,family,final_train_canonical_consistency,final_train_core_field_loss,final_train_core_warmup_loss,final_train_highfreq_core_loss,final_train_metadata_flow_loss,final_train_packet_space_loss,final_train_residual_energy,final_train_route_l1,final_train_symbol_order_loss,final_train_symbol_proxy,final_train_transport_proxy,frame_type,freeze_refinement_epochs,grad_clip_norm,hardware_profile,height,highfreq_core_loss_weight,highfreq_cutoff,in_channels,learning_rate,local_refine_scale,loss_config,max_modes,max_test_samples,max_train_samples,max_val_samples,metadata_flow_loss_weight,mode_strategy,model,model_variant,oom_fallback,out_channels,packet_space_loss_weight,parameters,patch_size,pdo_symbol_order,pdo_symbol_scale,proxy_temperature,reference_source,refine_lowpass_cutoff,regime,requested_batch_size,residual_energy_weight,route_bias_init,route_l1_weight,row_type,run_id,runtime_seconds,scenario,seed,skip_lowpass_cutoff,skip_reason,source_kind,sparse_topk,stride,symbol_order,symbol_order_loss_weight,symbol_order_target,symbol_parameterization,symbol_proxy_weight,test_canonical_flow_error,test_core_relative_l2,test_dissipative_multiplier_mean,test_dissipative_symbol_norm,test_high_frequency_relative_error_proxy,test_loss,test_metadata_shift_norm,test_packet_consistency,test_packet_wavefront_localization_error,test_pdo_identity_norm,test_pdo_identity_order_proxy,test_phase_error,test_raw_refine_correction_norm,test_refine_correction_norm,test_refine_high_frequency_fraction,test_refine_lowpass_removed_norm,test_refine_relative_energy,test_refinement_energy,test_relative_l2,test_residual_energy,test_route_mean,test_sobolev_h1_error_proxy,test_sobolev_h2_error_proxy,test_symbol_budget,test_symbol_error_proxy,test_symbol_order_proxy,test_symbol_order_scaling_error_proxy,test_symplectic_defect_proxy,test_tokenizer_active_fraction,test_tokenizer_covering_radius,test_tokenizer_phase_window_diameter,test_tokenizer_reconstruction_error,test_transport_budget,test_transported_input_norm,test_transported_input_shift_norm,test_transported_synthesis_shift_norm,test_wavefront_confidence_proxy,test_wf_transport_error_proxy,token_refine_scale,transport_highpass_cutoff,transport_parameterization,transport_proxy_weight,transport_stencil,transported_input_scale,transported_synthesis_scale,wavefront_confidence_scale,weight_decay,width,window_type
no_symbol,2,0.004580775566864759,branch_id_v3,0.02,2.0,12,0.0,1.0,24,wave,0.0,0.00916395460565885,0.0,0.000453613675441981,1.5602675726237674e-05,0.008296005561229928,9.47572370174991e-05,0.00643059018572482,0.0,0.11072261755665143,0.06911861609357099,gabor_gaussian,12,1.0,,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,854708,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_wave_bicharacteristic_control_proxy_0p20_0p05_no_symbol_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,119.37246120000054,wave_bicharacteristic_control,11,0.16,,synthetic,True,8,0.0,0.01,0.0,,0.05,6.192675436977879e-05,0.40687745809555054,1.0,0.0,2.201171100139618,0.007257208490045741,0.01835935260169208,123162.419226259,0.07647674693726003,0.0,0.0,1.3335247039794922,0.1387880053371191,0.12603725120425224,2.0218723249530485e-14,0.04940447025001049,9.907874982673093e-05,9.907874982673093e-05,0.39921753853559494,9.907874982673093e-05,0.0064239101484417915,0.399371650069952,0.3988191969692707,0.0,0.0,0.0,2.40456286072731,0.0,0.8805006220936775,0.25,1.0774961709976196,3.7669263035058975,0.545103303467234,8.12490701675415,6.890469968318939,1.2390103414654732,0.6321821175515652,0.007792565826093778,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
no_symbol,2,0.009398155147209764,branch_id_v3,0.02,2.0,12,0.0,1.0,24,wave,0.0,0.008939917427293645,0.0,0.0002631341959992521,3.066848512389697e-05,0.00679867157790189,0.00010333626596548129,0.006416038367509221,0.0,0.09483086791199942,0.06740361669411261,gabor_gaussian,12,1.0,,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,854708,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_wave_bicharacteristic_control_proxy_0p20_0p05_no_symbol_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,119.88038699999925,wave_bicharacteristic_control,19,0.16,,synthetic,True,8,0.0,0.01,0.0,,0.05,6.276505018831813e-05,0.4158530607819557,1.0,0.0,1.4759172797203064,0.01015504778479226,0.01835195394232869,2357.272224165499,0.08958251611329615,0.0,0.0,1.3682499080896378,0.1819226946681738,0.16730811167508364,2.2443394722638176e-14,0.05996094457805157,0.00014189480634740903,0.00014189480634740903,0.40625913068652153,0.00014189480634740903,0.0064115337445400655,0.4050431326031685,0.40375594794750214,0.0,0.0,0.0,1.5288341492414474,0.0,0.9121492132544518,0.25,1.0774961709976196,2.1458764150738716,0.6387774335841337,9.817837476730347,8.57320785522461,0.8074708059430122,0.5955824020008246,0.001478497841162607,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
oracle_transport,2,0.00950422981986776,branch_id_v3,0.02,2.0,12,0.0,1.0,24,wave,0.0,0.009611848311275631,0.0,0.00046357397968677105,5.1204557087458635e-12,0.007993995595218925,0.0001251838674534156,0.006442056047186877,0.011715426303756734,0.10162486174764733,0.0662762785019974,gabor_gaussian,12,1.0,,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,1059764,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_wave_bicharacteristic_control_proxy_0p20_0p05_oracle_transport_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,74.99775289999889,wave_bicharacteristic_control,7,0.16,,synthetic,True,8,0.0,0.01,0.0,,0.05,3.9114045335963965e-08,0.36950153298676014,1.0,0.0,1.8287681713700294,0.007474990619812161,0.018309803679585457,45060.56111338362,0.034077431075274944,0.0,0.0,1.3341185599565506,0.13470579590648413,0.12338262889534235,2.2674417241529393e-14,0.04471195302903652,9.560139687891933e-05,9.560139687891933e-05,0.3617954086512327,9.560139687891933e-05,0.006443990103434771,0.36169002018868923,0.3609403483569622,0.875462089975675,0.875462089975675,0.1060352686860521,2.3630009293556213,0.0,0.9011479467153549,0.25,1.0774961709976196,4.878527939319611,0.25094155346353847,8.994203865528107,7.316085875034332,1.8447484225034714,0.0,0.006219422575668432,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
oracle_transport,2,0.004052239091834053,branch_id_v3,0.02,2.0,12,0.0,1.0,24,wave,0.0,0.008785853499527244,0.0,0.00047090313743562245,5.1204557087458635e-12,0.008002643815416377,0.0001483043395940816,0.00643345092733701,0.03185448737349361,0.11032055349399646,0.0691182710385571,gabor_gaussian,12,1.0,,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,1059764,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_wave_bicharacteristic_control_proxy_0p20_0p05_oracle_transport_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,75.69913730000007,wave_bicharacteristic_control,11,0.16,,synthetic,True,8,0.0,0.01,0.0,,0.05,3.9114045335963965e-08,0.39659740403294563,1.0,0.0,3.1257460936903954,0.006956770492251962,0.018309803679585457,167233.6699656248,0.08145290333777666,0.0,0.0,1.3679173737764359,0.1685727071017027,0.15218232665210962,2.157053129389912e-14,0.06129180919378996,0.00014522483752443804,0.00014522483752443804,0.3869409002363682,0.00014522483752443804,0.006430399313103408,0.38677218183875084,0.3863269127905369,0.8430933281779289,0.8430933281779289,0.17502503999276087,3.0711741745471954,0.0,0.8805006220936775,0.25,1.0774961709976196,3.7669263035058975,0.21346550155431032,8.134818971157074,6.8955769538879395,2.1766546964645386,0.0,0.006703537714201957,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
oracle_transport,2,0.008943171822465956,branch_id_v3,0.02,2.0,12,0.0,1.0,24,wave,0.0,0.00862226558092516,0.0,0.00033903357901484316,5.1204557087458635e-12,0.006420818128390238,0.00014668940305758346,0.006434659328078851,0.026977243251167238,0.09377177618443966,0.06740319177818795,gabor_gaussian,12,1.0,,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,1059764,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_wave_bicharacteristic_control_proxy_0p20_0p05_oracle_transport_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,74.19683550000082,wave_bicharacteristic_control,19,0.16,,synthetic,True,8,0.0,0.01,0.0,,0.05,3.9114045335963965e-08,0.40918610990047455,1.0,0.0,2.5486473366618156,0.009752479498274624,0.018309803679585457,2271.0370921716094,0.08669280516915023,0.0,0.0,1.2698115855455399,0.2139085941016674,0.19584710989147425,2.2774038057005392e-14,0.07209092378616333,0.00019424673109824653,0.00019424673109824653,0.39790263399481773,0.00019424673109824653,0.0064319324446842074,0.39689192920923233,0.39580072835087776,0.8340795747935772,0.8340795747935772,0.16348278732039034,2.120148003101349,0.0,0.9121492132544518,0.25,1.0774961709976196,2.1458764150738716,0.3138347212225199,9.791255116462708,8.528501898050308,1.5044989585876465,0.0,0.0024779180821496993,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
uno_plus_same_refine,2,0.00013599613703263458,branch_id_v3,0.02,2.0,12,0.0,1.0,24,wave,0.0,0.00013151117324620523,0.0,0.00010886713596391928,0.0,0.0,4.1286236987051844e-10,0.006340097626283144,0.0,0.0,0.0,gabor_gaussian,12,1.0,,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,UNO+SameRefine,UNOplusSameRefine_same_ref0.05,False,1,0.05,1205579,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_wave_bicharacteristic_control_proxy_0p20_0p05_uno_plus_same_refine_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,17.57355319999988,wave_bicharacteristic_control,7,0.16,,synthetic,True,8,0.0,0.01,0.0,,0.05,0.0,0.053236059844493866,0.0,0.0,1.05636540427804,0.0001296075538448349,0.0,5536.103975039325,0.0035297970316605642,0.0,0.0,1.306713417172432,0.00036287452167016454,0.000284425625068252,1.963907043987887e-14,0.00021480787472683005,4.510565948523393e-10,4.510565948523393e-10,0.05323522351682186,4.510565948523393e-10,0.006325009686406702,0.057292493525892496,0.05910828849300742,0.0,0.0,0.0,2.719767451286316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004216652174363844,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
uno_plus_same_refine,2,0.00020553776585074957,branch_id_v3,0.02,2.0,12,0.0,1.0,24,wave,0.0,0.00014885584634309149,0.0,0.00012783205526526822,0.0,0.0,4.4874374037264425e-10,0.006340100265030439,0.0,0.0,0.0,gabor_gaussian,12,1.0,,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,UNO+SameRefine,UNOplusSameRefine_same_ref0.05,False,1,0.05,1205579,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_wave_bicharacteristic_control_proxy_0p20_0p05_uno_plus_same_refine_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,17.82927759999984,wave_bicharacteristic_control,11,0.16,,synthetic,True,8,0.0,0.01,0.0,,0.05,0.0,0.06752716703340411,0.0,0.0,1.9966443628072739,0.0002051704614132177,0.0,29909.474838022143,0.003825177642283961,0.0,0.0,1.3559913635253906,0.00030832695665594656,0.00026635492395143956,1.9605250743635612e-14,0.00014553937126038363,4.3223707599238104e-10,4.3223707599238104e-10,0.06752541474997997,4.3223707599238104e-10,0.006325018417555839,0.07036446081474423,0.07222317392006516,0.0,0.0,0.0,2.7797670662403107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008721533558855299,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
uno_plus_same_refine,2,0.00015535545981038013,branch_id_v3,0.02,2.0,12,0.0,1.0,24,wave,0.0,0.00012606921245605918,0.0,0.00010774628102202162,0.0,0.0,8.961877438068422e-10,0.006340097480763991,0.0,0.0,0.0,gabor_gaussian,12,1.0,,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,UNO+SameRefine,UNOplusSameRefine_same_ref0.05,False,1,0.05,1205579,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_wave_bicharacteristic_control_proxy_0p20_0p05_uno_plus_same_refine_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,17.56821349999882,wave_bicharacteristic_control,19,0.16,,synthetic,True,8,0.0,0.01,0.0,,0.05,0.0,0.04698884394019842,0.0,0.0,1.9340536072850227,0.00013425283759715967,0.0,119.35654645040631,0.005670704289514106,0.0,0.0,1.3207578510046005,0.00045949817285872996,0.0004018292311229743,8.913340250632534e-15,0.0002093850316668977,7.490704376222901e-10,7.490704376222901e-10,0.046986923553049564,7.490704376222901e-10,0.006325018999632448,0.04901230940595269,0.05067639937624335,0.0,0.0,0.0,2.723809689283371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013436744557111524,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
wno_plus_same_refine,2,0.000383553280698834,branch_id_v3,0.02,2.0,12,0.0,1.0,24,wave,0.0,0.0003615131172409747,0.0,0.0002786398604257556,0.0,0.0,1.6869173662115156e-09,0.006340106658171862,0.0,0.0,0.0,gabor_gaussian,12,1.0,,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,WNO-style+SameRefine,WNO-styleplusSameRefine_same_ref0.05,False,1,0.05,47749,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_wave_bicharacteristic_control_proxy_0p20_0p05_wno_plus_same_refine_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,7.070186800001466,wave_bicharacteristic_control,7,0.16,,synthetic,True,8,0.0,0.01,0.0,,0.05,0.0,0.08159577241167426,0.0,0.0,0.8821375146508217,0.00034058988603646867,0.0,5566.116393623874,0.008553530162316747,0.0,0.0,1.4147632271051407,0.0008301875641336665,0.0005157604864507448,1.678511701443228e-14,0.0005974466730549466,1.576483499299286e-09,1.576483499299286e-09,0.0815952685661614,1.576483499299286e-09,0.006325027265120298,0.08331298781558871,0.08415279816836119,0.0,0.0,0.0,0.5750829875469208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01629268280521501,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
wno_plus_same_refine,2,0.0004522822200669907,branch_id_v3,0.02,2.0,12,0.0,1.0,24,wave,0.0,0.00032582307873478084,0.0,0.0002619122997960706,0.0,0.0,4.601632542603855e-09,0.0063400997799665975,0.0,0.0,0.0,gabor_gaussian,12,1.0,,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,WNO-style+SameRefine,WNO-styleplusSameRefine_same_ref0.05,False,1,0.05,47749,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_wave_bicharacteristic_control_proxy_0p20_0p05_wno_plus_same_refine_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,7.119054599999799,wave_bicharacteristic_control,11,0.16,,synthetic,True,8,0.0,0.01,0.0,,0.05,0.0,0.09441748354583979,0.0,0.0,1.4126997888088226,0.00041491727643006016,0.0,32907.233128383756,0.008716338401427492,0.0,0.0,1.3549827486276627,0.0010119196304003708,0.0009209293348249048,8.273209076788726e-15,0.000385257229936542,5.156097132585913e-09,5.156097132585913e-09,0.0944272130727768,5.156097132585913e-09,0.006325073482003063,0.09697853494435549,0.09806979540735483,0.0,0.0,0.0,0.4360974133014679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015514535538386554,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
wno_plus_same_refine,2,0.000371479703062505,branch_id_v3,0.02,2.0,12,0.0,1.0,24,wave,0.0,0.0002994599679671713,0.0,0.00024241519713541493,0.0,0.0,5.171299323365278e-10,0.00634010587236844,0.0,0.0,0.0,gabor_gaussian,12,1.0,,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,WNO-style+SameRefine,WNO-styleplusSameRefine_same_ref0.05,False,1,0.05,47749,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_wave_bicharacteristic_control_proxy_0p20_0p05_wno_plus_same_refine_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,7.132125800000722,wave_bicharacteristic_control,19,0.16,,synthetic,True,8,0.0,0.01,0.0,,0.05,0.0,0.07100458443164825,0.0,0.0,1.3843030408024788,0.00030497364605253097,0.0,129.3220927985385,0.00975034873408731,0.0,0.0,1.31771981716156,0.0004554244296741672,0.00032414607449027244,1.05285473248122e-14,0.00028951970125490334,4.957993390841686e-10,4.957993390841686e-10,0.0710017099045217,4.957993390841686e-10,0.0063250327366404235,0.07214600779116154,0.0727314567193389,0.0,0.0,0.0,0.6856053471565247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033355910709360614,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
full,2,0.0017229734366992489,branch_id_v3,0.02,2.0,12,0.0,1.0,24,wave,0.0,0.0008631213171004978,0.0,0.00010000530456485042,2.2222294717266777e-05,0.0012009128283049602,7.980317332734188e-06,0.006346505474842464,0.0023503153994776462,0.05719665138167329,0.10853171767666936,gabor_gaussian,12,1.0,,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,1059764,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_wave_chirp_propagation_proxy_0p20_0p05_full_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,131.26768209999864,wave_chirp_propagation,7,0.16,,synthetic,True,8,0.0,0.01,0.0,,0.05,4.161820743320277e-05,0.32125525549054146,1.0,0.0,5.690074805170298,0.0009478046795265982,0.01753484085202217,1842520.734375,0.07981131458655,0.0,0.0,1.5251227766275406,0.016784785024356097,0.014109174953773618,2.5552985867939668e-14,0.00773906649556011,8.846403037665596e-06,8.846403037665596e-06,0.3190687745809555,8.846403037665596e-06,0.006361767591442913,0.3191753029823303,0.319066122174263,0.9307859229544798,0.9307859229544798,-0.025367488192083936,0.8600601702928543,0.0,0.49816644191741943,0.25,1.0774961709976196,0.454564830288291,0.21353873082747063,3.975569874048233,3.658057391643524,1.0225820913910866,1.346181184053421,0.006479464878793806,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
full,2,0.0005982900256640278,branch_id_v3,0.02,2.0,12,0.0,1.0,24,wave,0.0,0.0011812414986707154,0.0,0.00018836942285815894,2.120552755021284e-05,0.0012077771207259502,1.9210848145453003e-05,0.0063455697187843425,0.00488911858216549,0.06113895356732731,0.10864785329128306,gabor_gaussian,12,1.0,,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,1059764,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_wave_chirp_propagation_proxy_0p20_0p05_full_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,131.19357599999967,wave_chirp_propagation,11,0.16,,synthetic,True,8,0.0,0.01,0.0,,0.05,3.89612146136642e-05,0.24540888611227274,1.0,0.0,3.666053179651499,0.0005117392001920962,0.017516700318083167,1856328.61328125,0.03567049259436317,0.0,0.0,1.4195437282323837,0.023063291213475168,0.01533634273800999,2.4601439854664265e-14,0.014324726769700646,1.2320918040487072e-05,1.2320918040487072e-05,0.24313662759959698,1.2320918040487072e-05,0.006329408148303628,0.24378218688070774,0.24389453046023846,0.984722134967645,0.984722134967645,0.06174689140708741,0.8109912201762199,0.0,0.4822225645184517,0.25,1.0774961709976196,0.596028883010149,0.1916042771190405,4.148518949747086,4.486992567777634,1.4809448421001434,1.4162042339642842,0.005443447356810793,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
full,2,0.0007979688507475657,branch_id_v3,0.02,2.0,12,0.0,1.0,24,wave,0.0,0.0011092826326451661,0.0,6.942611351708668e-05,2.277843839237903e-05,0.0025143081487234062,1.0315972719462016e-05,0.006358947042220582,0.007714686022760968,0.04544531940094506,0.10929936915636063,gabor_gaussian,12,1.0,,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,1059764,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_wave_chirp_propagation_proxy_0p20_0p05_full_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,129.41125250000005,wave_chirp_propagation,19,0.16,,synthetic,True,8,0.0,0.01,0.0,,0.05,5.133579043103964e-05,0.38737979158759117,1.0,0.0,12.122282717376947,0.001650582162255887,0.017534732818603516,1266141.9194335938,0.09307852201163769,0.0,0.0,1.4449145942926407,0.024354546680115163,0.019603132619522512,2.3556693112136576e-14,0.01227575819939375,1.559138274842553e-05,1.559138274842553e-05,0.38433555886149406,1.559138274842553e-05,0.006341129133943468,0.38385114073753357,0.3831841070204973,0.9181535157064596,0.9181535157064596,-0.10061272625656177,0.702746793627739,0.0,0.5098054744303226,0.25,1.0774961709976196,0.7291370816528797,0.23634297338624796,4.20531353354454,4.943276792764664,1.3641111254692078,1.380522092183431,0.004809348931303248,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
