ablation,batch_size,best_val_loss,campaign,canonical_loss_weight,core_field_weight,core_warmup_epochs,dissipative_symbol_scale,dissipative_time_step,effective_metadata_flow_loss_weight,epochs,family,final_train_canonical_consistency,final_train_core_field_loss,final_train_core_warmup_loss,final_train_highfreq_core_loss,final_train_metadata_flow_loss,final_train_packet_space_loss,final_train_residual_energy,final_train_route_l1,final_train_symbol_order_loss,final_train_symbol_proxy,final_train_transport_proxy,frame_type,freeze_refinement_epochs,grad_clip_norm,height,highfreq_core_loss_weight,highfreq_cutoff,in_channels,learning_rate,local_refine_scale,loss_config,max_modes,max_test_samples,max_train_samples,max_val_samples,metadata_flow_loss_weight,mode_strategy,model,model_variant,oom_fallback,out_channels,packet_space_loss_weight,parameters,patch_size,pdo_symbol_order,pdo_symbol_scale,proxy_temperature,reference_source,refine_lowpass_cutoff,regime,requested_batch_size,residual_energy_weight,route_bias_init,route_l1_weight,row_type,run_id,runtime_seconds,scenario,seed,skip_lowpass_cutoff,source_kind,sparse_topk,stride,symbol_order,symbol_order_loss_weight,symbol_order_target,symbol_proxy_weight,test_canonical_flow_error,test_core_relative_l2,test_dissipative_multiplier_mean,test_dissipative_symbol_norm,test_high_frequency_relative_error_proxy,test_loss,test_metadata_shift_norm,test_packet_consistency,test_packet_wavefront_localization_error,test_pdo_identity_norm,test_pdo_identity_order_proxy,test_phase_error,test_raw_refine_correction_norm,test_refine_correction_norm,test_refine_high_frequency_fraction,test_refine_lowpass_removed_norm,test_refine_relative_energy,test_refinement_energy,test_relative_l2,test_residual_energy,test_route_mean,test_sobolev_h1_error_proxy,test_sobolev_h2_error_proxy,test_symbol_budget,test_symbol_error_proxy,test_symbol_order_proxy,test_symbol_order_scaling_error_proxy,test_symplectic_defect_proxy,test_tokenizer_active_fraction,test_tokenizer_covering_radius,test_tokenizer_phase_window_diameter,test_tokenizer_reconstruction_error,test_transport_budget,test_transported_input_norm,test_transported_input_shift_norm,test_transported_synthesis_shift_norm,test_wavefront_confidence_proxy,test_wf_transport_error_proxy,token_refine_scale,transport_highpass_cutoff,transport_parameterization,transport_proxy_weight,transport_stencil,transported_input_scale,transported_synthesis_scale,wavefront_confidence_scale,weight_decay,width,window_type
identity_transport,2,0.03252368024550378,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.029672936827410012,0.0,0.021603273646178422,0.9999999403953552,0.008833970845444128,0.00011336129004272759,0.006444691612462823,0.03189565606104831,0.10963964594217639,0.06918731642266114,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,1059764,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_bicharacteristic_control_proxy_0p20_0p05_identity_transport_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,151.4144510000042,wave_bicharacteristic_control,11,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.018309833481907845,0.6880834698677063,1.0,0.0,4.42804154753685,0.021770298248156905,0.0,63845.990696668625,0.028942679055035114,0.0,0.0,1.5139520466327667,0.15050381049513817,0.13539469242095947,2.1831241894075125e-14,0.05579206207767129,0.0001147420675806643,0.0001147420675806643,0.6826970055699348,0.0001147420675806643,0.006437234638724476,0.686032772064209,0.6891883909702301,0.9170332439243793,0.9170332439243793,0.1676622775460904,3.8923240303993225,0.0,0.8805006220936775,0.25,1.0774961709976196,3.7669263035058975,0.20035858793805042,8.764939427375793,2.689638927222404e-05,4.022279256332695e-06,1.3321843147277832,0.02138320659287274,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
identity_transport,2,0.0280324574559927,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.035777013816793136,0.0,0.02749557615121982,0.9999999403953552,0.007086624665438042,0.00012415434006622186,0.006428513802044715,0.020215408643707633,0.09411563468165696,0.06769676242644589,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,1059764,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_bicharacteristic_control_proxy_0p20_0p05_identity_transport_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,147.67597350000142,wave_bicharacteristic_control,19,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.018309833481907845,0.777171827852726,1.0,0.0,3.717556521296501,0.03301061410456896,0.0,475.0042670443654,0.027836786583065987,0.0,0.0,1.3882215768098831,0.20509871654212475,0.1863027373328805,2.278344372260994e-14,0.07184199010953307,0.00017586211424713838,0.00017586211424713838,0.770134374499321,0.00017586211424713838,0.006425074650906026,0.7713216729462147,0.7726399526000023,0.8860901407897472,0.8860901407897472,0.14180938348484537,2.817676544189453,0.0,0.9121492132544518,0.25,1.0774961709976196,2.1458764150738716,0.27378089881191653,10.495039582252502,3.0384391948246048e-05,2.3694176860544758e-06,1.3321843147277832,0.008269779908005148,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
no_transport_no_carrier,2,0.039487802190706134,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.03425989924774816,0.0,0.02484280658730616,0.9999998211860657,0.007681413318399184,5.681736320184427e-05,0.006427451909985393,0.018748922972008586,0.10070404363796115,0.06653729973671337,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,347000,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_bicharacteristic_control_proxy_0p20_0p05_no_transport_no_carrier_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,47.943587599998864,wave_bicharacteristic_control,7,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.018309833481907845,0.8240651115775108,1.0,0.0,3.3217684775590897,0.03418527892790735,0.0,94553.03594180942,0.1823960244655609,0.0,0.0,1.5037745982408524,0.04426810028962791,0.043916324619203806,2.055736659832628e-14,0.005211909185163677,1.2058531751790724e-05,1.2058531751790724e-05,0.8224153220653534,1.2058531751790724e-05,0.006462212768383324,0.8257447555661201,0.8287663087248802,0.964047510176897,0.964047510176897,0.1332638578993889,4.085134774446487,0.0,0.9011479467153549,0.25,1.0774961709976196,4.878527939319611,0.0,0.0,0.0,0.0,0.0,0.1292141703888774,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
no_transport_no_carrier,2,0.03152274794410914,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.030567411701971043,0.0,0.022059470240492374,0.9999998211860657,0.008199541885308767,0.00012674104596044344,0.006457223333806421,0.023023403249680996,0.11041292424003284,0.069187317819645,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,347000,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_bicharacteristic_control_proxy_0p20_0p05_no_transport_no_carrier_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,47.42803819999972,wave_bicharacteristic_control,11,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.018309833481907845,0.7929501533508301,1.0,0.0,4.002563863992691,0.02739471720997244,0.0,209278.6610788107,0.24949742294847965,0.0,0.0,1.5462990701198578,0.14064756967127323,0.13992247357964516,2.134171593111021e-14,0.01257707690820098,0.00012237209512022673,0.00012237209512022673,0.7880280539393425,0.00012237209512022673,0.0064543127664364874,0.7908708155155182,0.7936074063181877,0.9865302294492722,0.9865302294492722,0.15905302559258416,4.004396229982376,0.0,0.8805006220936775,0.25,1.0774961709976196,3.7669263035058975,0.0,0.0,0.0,0.0,0.0,0.08374929730780423,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
no_transport_no_carrier,2,0.030996711924672127,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.035092327976599336,0.0,0.0265118330620074,0.9999998211860657,0.0065507829034080105,9.86542690573818e-05,0.006447515091470753,0.01594340174536531,0.09406388023247321,0.06769676289210717,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,347000,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_bicharacteristic_control_proxy_0p20_0p05_no_transport_no_carrier_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,47.453087299996696,wave_bicharacteristic_control,19,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.018309833481907845,0.839098684489727,1.0,0.0,3.4840537011623383,0.038488361751660705,0.0,2273.316471748054,0.2572300359606743,0.0,0.0,1.4485531002283096,0.16821203008294106,0.1672760210931301,2.2114395055705107e-14,0.017079357989132404,0.0001414849107277405,0.0001414849107277405,0.8336187899112701,0.0001414849107277405,0.0064434464438818395,0.835165373980999,0.8368719145655632,0.9260886485377947,0.9260886485377947,0.12833304579059282,3.0328289568424225,0.0,0.9121492132544518,0.25,1.0774961709976196,2.1458764150738716,0.0,0.0,0.0,0.0,0.0,0.06181528465822339,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
randomized_metadata,2,0.04593257210217416,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.04372737180286398,0.0,0.03322138887597248,766.0373624165853,0.00926627343869768,2.2609456742372913e-06,0.0064592317018347485,0.0002277825798652581,0.1322887735441327,0.04104565239200989,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,1059764,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_bicharacteristic_control_proxy_0p20_0p05_randomized_metadata_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,150.83083569999872,wave_bicharacteristic_control,7,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.46157874166965485,0.9253064095973969,1.0,0.0,6.849834159016609,0.04150842363014817,0.4623766355216503,100981.47736495733,0.19403319852426648,0.0,0.0,1.5261760652065277,0.005621287622489035,0.005528979410883039,1.728903703178636e-14,0.0009655539834056981,1.8094199205620498e-07,1.8094199205620498e-07,0.9157047867774963,1.8094199205620498e-07,0.006523432384710759,0.930347241461277,0.934645839035511,0.8741397360960642,0.8741397360960642,0.02059533198189456,3.458768278360367,0.0,0.9011479467153549,0.25,1.0774961709976196,4.878527939319611,0.19023973308503628,5.280923902988434,11.792513370513916,0.6770336925983429,0.0,0.11010012030601501,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
randomized_metadata,2,0.036868659779429436,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.03755056264344603,0.0,0.027850633137859404,771.1990928649902,0.009184686491304698,1.2737772564719307e-05,0.006435200116053845,0.0012967349854685988,0.1400097656684617,0.04211519608118882,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,1059764,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_bicharacteristic_control_proxy_0p20_0p05_randomized_metadata_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,151.73672179999994,wave_bicharacteristic_control,11,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.4571274183690548,0.9010629579424858,1.0,0.0,12.559672892093658,0.03605694090947509,0.4576006568968296,259509.30165326595,0.25642972253262997,0.0,0.0,1.5145226567983627,0.006222985161002725,0.006088415335398167,1.8504718199443518e-14,0.0012177874887129292,2.306957949116395e-07,2.306957949116395e-07,0.9017174020409584,2.306957949116395e-07,0.006537224922794849,0.9076410457491875,0.9121887162327766,0.8347104775408903,0.8347104775408903,0.04065707718473277,3.6635662019252777,0.0,0.8805006220936775,0.25,1.0774961709976196,3.7669263035058975,0.17441643681377172,4.987261533737183,10.253382921218872,0.9664013087749481,0.0,0.09889570251107216,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
randomized_metadata,2,0.03671528794802725,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.0430529813359802,0.0,0.033793567485796906,771.3647766113281,0.007313703567585132,4.74474702342557e-07,0.006471198178284491,0.005303690209984779,0.12052107105652492,0.04132169531658292,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,1059764,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_bicharacteristic_control_proxy_0p20_0p05_randomized_metadata_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,152.21801009999763,wave_bicharacteristic_control,19,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,0.462299145758152,0.9239867553114891,1.0,0.0,13.710616409778595,0.04745933832600713,0.4627685844898224,2421.6035334318876,0.22222373820841312,0.0,0.0,1.5150966346263885,0.0017793299775803462,0.001754237135173753,1.654855024138481e-14,0.00026617429284669925,1.538100907749751e-08,1.538100907749751e-08,0.9200553968548775,1.538100907749751e-08,0.0065914292936213315,0.9281446561217308,0.9322411045432091,0.8456996157765388,0.8456996157765388,0.06570710871407452,3.4043559432029724,0.0,0.9121492132544518,0.25,1.0774961709976196,2.1458764150738716,0.22710342860470215,5.313172668218613,12.231976866722107,0.5981675200164318,0.0,0.1187626039609313,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
no_symbol,2,0.010068668576423079,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.010114026788263194,0.0,0.00031122578138820245,2.2511653781975838e-05,0.008576311430563996,6.450990504921113e-05,0.006425561228146155,0.0,0.10279874922707677,0.0662765031059583,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,854708,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_bicharacteristic_control_proxy_0p20_0p05_no_symbol_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,136.11514099999476,wave_bicharacteristic_control,7,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,4.935884862788953e-05,0.38121049106121063,1.0,0.0,1.4434512853622437,0.007925026817247272,0.01831675786525011,41407.38262475282,0.04127532133134082,0.0,0.0,1.4603808522224426,0.1222817413508892,0.11240899749100208,2.2412079702819948e-14,0.03980922745540738,7.936372367112199e-05,7.936372367112199e-05,0.37408316880464554,7.936372367112199e-05,0.006423899030778557,0.3742445930838585,0.37363969162106514,0.0,0.0,0.0,2.9137601256370544,0.0,0.9011479467153549,0.25,1.0774961709976196,4.878527939319611,0.5004097633063793,9.019711196422577,7.326517045497894,1.6583857983350754,0.8017787660161654,0.005242909857770428,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
no_symbol,2,0.00451620519743301,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.009152400523210721,0.0,0.00040442038183149026,1.673390887428165e-05,0.00836549958573111,0.00013294635076969522,0.006422751379432157,0.0,0.11090624898982544,0.06911841011606157,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,854708,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_bicharacteristic_control_proxy_0p20_0p05_no_symbol_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,135.6722695999997,wave_bicharacteristic_control,11,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,7.192397606559098e-05,0.4041217602789402,1.0,0.0,2.0286967139691114,0.007119952468201518,0.018357873195782304,120296.39668831229,0.07637664210051298,0.0,0.0,1.3452940881252289,0.16391841601580381,0.14845670107752085,2.1349896575314792e-14,0.05896955030038953,0.0001379344553242845,0.0001379344553242845,0.3948657736182213,0.0001379344553242845,0.006416950025595725,0.39484089985489845,0.39418696239590645,0.0,0.0,0.0,2.223672568798065,0.0,0.8805006220936775,0.25,1.0774961709976196,3.7669263035058975,0.5460097504158815,8.129054546356201,6.896871745586395,1.1375318989157677,0.6000895823041598,0.006969819733058102,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
no_symbol,2,0.009425002703210339,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.009011478345200885,0.0,0.0002491721000599985,3.0426266050653794e-05,0.0068518196397538604,9.263967285733088e-05,0.006422356634478395,0.0,0.09493761874424915,0.06740381685085595,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,854708,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_bicharacteristic_control_proxy_0p20_0p05_no_symbol_19_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,134.1100701000032,wave_bicharacteristic_control,19,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,5.9454564961924916e-05,0.4154958128929138,1.0,0.0,1.3137972131371498,0.010283799259923398,0.018349445424973965,2247.8321790136397,0.08963029575534165,0.0,0.0,1.4164769798517227,0.140516709536314,0.12959257047623396,2.2022111451376462e-14,0.0455030151642859,8.515520289620326e-05,8.515520289620326e-05,0.4081285409629345,8.515520289620326e-05,0.006427795102354139,0.4068388231098652,0.40551380068063736,0.0,0.0,0.0,1.6642609983682632,0.0,0.9121492132544518,0.25,1.0774961709976196,2.1458764150738716,0.6267434762169918,9.869826436042786,8.618773102760315,0.5743420645594597,0.6846217252314091,0.0012976499419892207,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
full,2,0.0017235272462130524,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.0008568180687689164,0.0,9.24306795392719e-05,2.102833662812979e-05,0.001014826570402268,7.428855414974104e-06,0.006336166232358664,0.00020584803737033752,0.05923286075509774,0.10853192117065191,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,1059764,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_chirp_propagation_proxy_0p20_0p05_full_7_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,150.34524319999764,wave_chirp_propagation,7,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,3.866073575409246e-05,0.3193555660545826,1.0,0.0,5.454834496602416,0.0009410989159732708,0.01754604885354638,1754883.859375,0.07968786032870412,0.0,0.0,1.506546676158905,0.02028868207708001,0.017076146497856826,2.5682503558321955e-14,0.009315521223470569,1.2942317791697633e-05,1.2942317791697633e-05,0.31666927225887775,1.2942317791697633e-05,0.006318842351902276,0.31671763211488724,0.3165942132472992,0.9209781611959139,0.9209781611959139,-0.01863490603864193,0.8036397248506546,0.0,0.49816644191741943,0.25,1.0774961709976196,0.454564830288291,0.21857883067180714,3.974615305662155,3.6628482341766357,1.1424457281827927,1.3431159928441048,0.006029751501046121,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
full,2,0.0005982089696772164,branch_id_v3_controls,0.02,2.0,12,0.0,1.0,2.0,24,wave,0.0,0.0011811814849049067,0.0,0.00017931647039404197,1.980662494815988e-05,0.0013736231970445563,1.921820946293451e-05,0.006325810449197888,0.0005150412993657483,0.06020167889073491,0.10864702813948195,gabor_gaussian,12,1.0,64,1.0,0.16,1,0.0001,0.05,proxy_0.20_0.05,16,0,0,0,2.0,shell_balanced,MiNO-Plus,MiNO-Plus_wingaussian_modshell_balanced_K12_modes16_patch16_ref0.05_rlp0.16_hfc0.16_rb-5_pdo0_diss0_symord0_symparspectral_order_wfconf2_trhamiltonian_verlet_framegabor_gaussian_sparse1_sklp0.16_tsyn1_tin1_tref0,False,1,0.05,1059764,16,-2.0,0.0,0.05,,0.16,synthetic,2,0.5,-5.0,0.05,run,branch_id_v3_controls_wave_chirp_propagation_proxy_0p20_0p05_full_11_hamiltonian_verlet_gabor_gaussian_True_2p0_0p16_0p16_0p16_1p0_1p0_0p0_2p0_0p01_0p05_1p0_2p0_12_12,150.60730820000026,wave_chirp_propagation,11,0.16,synthetic,True,8,0.0,0.01,0.0,0.05,3.410826184335747e-05,0.24556329101324081,1.0,0.0,3.7102954406291246,0.0005129268574819434,0.01752318674698472,1843575.34765625,0.03571994820958935,0.0,0.0,1.4625926315784454,0.023081995313987136,0.01536303129978478,2.5110520843765966e-14,0.014330028789117932,1.2355213330650372e-05,1.2355213330650372e-05,0.2433020891621709,1.2355213330650372e-05,0.006308815092779696,0.24364427104592323,0.24362665973603725,0.955892109622558,0.955892109622558,0.009574985419021687,0.7641593664884567,0.0,0.4822225645184517,0.25,1.0774961709976196,0.596028883010149,0.19366514589637518,4.153996467590332,4.495521545410156,1.3804596364498138,1.3811546737949054,0.005409934354247525,0.0,0.16,hamiltonian_verlet,0.2,12,1.0,1.0,2.0,0.0001,64,gaussian
